"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"123","Tokimeki Tonight","https://cdn.myanimelist.net/images/anime/1272/104468.jpg","TV","34","Finished Airing","1982-10-07","None found","[189, 132]","Manga","[17, 10, 8, 5, 24]","24.0","Fifteen-year-old Ranze Etou lives a normal life for any girl her age—except for the fact that she resides in a castle with a vampire father and a werewolf mother who constantly worry about her lack of powers.  On her first day at a new school, Ranze meets the beautiful Shun Makabe and falls head over heels for him. While he remains oblivious, this does not stop Yoko Kamiya, the daughter of a yakuza boss, from becoming jealous. Furthermore, Ranze's parents despise the idea of her dating a human. On top of all that, Ranze has to cope with the manifestation of a new power—the ability to shapeshift into anything she bites!  [Written by MAL Rewrite]"
"124","Tian Mei De Yao Hen","https://cdn.myanimelist.net/images/anime/1438/110587.jpg","ONA","12","Finished Airing","2022-09-01","None found","[190, 191]","Manga","[9, 8, 3, 5]","10.0","This tells the romantic love story of an independent and introverted human girl from hating to falling in love with a vampire prince in an era where vampires ruled.  (Source: Tencent, Google translated & edited)"
"125","Kyuuketsuki","https://cdn.myanimelist.net/images/anime/1314/104171.jpg","OVA","2","Finished Airing","2011-03-11","None found","[192, 193]","Visual novel","[41, 5]","24.0","The vampire. A legendary creature that lives in the shadows and preys on humanity.  Onohara Mikage is an unfortunate girl who sold herself to a clan of vampires to pay off her parents' debt. What has the clan head, Claude, prepared for her? Will she be able to pay herself off and obtain her freedom?"
"126","Wild Arms: Twilight Venom","https://cdn.myanimelist.net/images/anime/1532/94186.jpg","TV","22","Finished Airing","1999-10-18","ADV Films","[7, 94, 194]","Game","[1, 2, 10, 28, 5]","24.0","This anime is based on a playstation game under the same title. The story is about four people who travel the desolated land of Filgaea and carve themselves a legendary story while they're at it. These adventurers are Sheyenne Rainstorm, a gunslinger who holds the legendary weapon called ARMs; Kiel Aromax, a scientist who looks like he should be carrying a sword; Roleta Oratorio the Crest Sorceress, a magic-user who uses cards called Crests to cast spells; and Mirabelle Graceland, one of the Noble Red, which are a family of vampiric creatures who live alongside human beings They also travel with cute little intelligent furry things, from the Popepi Pipepo Tribe, named Isaac and Jerusha.  (Source: AniDB)"
"127","Kimera","https://cdn.myanimelist.net/images/anime/2/3460.jpg","OVA","1","Finished Airing","1996-07-31","ADV Films","[195, 196]","Manga","[1, 37, 12, 28, 3, 5]","47.0","Osamu and Jay are two cereal salesmen traveling for work when they encounter a barricade. Curious as to what is going on, they step out of their car and enter into a government secret. Two mysterious demon-like men have been terrorizing the military, who came to respond to a car crash involving a vehicle carrying government research material. Inside the car wreckage, Osamu finds a beautiful hermaphrodite with gold and crimson eyes trapped in a frozen chamber. Osamu shares a kiss with them through the glass before he is forced to flee the scene.  Osamu and Jay interrogate Jay's father, a top researcher at a government laboratory, who reveals that what Osamu and Jay saw was top-secret, and they would likely be sitting in prison if it weren't for his influence. While Jay is ready to forget everything that happened, Osamu cannot let it go that easily. After stealing a security badge, Osamu finds where the person he kissed is being kept, and learns that their name is Kimera. Osamu wants to run away with the beautiful Kimera, though he does not know why Kimera is being held captive or what a relationship with them means for the future of humanity.  [Written by MAL Rewrite]"
"128","Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre","https://cdn.myanimelist.net/images/anime/1401/120422.jpg","Special","1","Finished Airing","2021-12-31","None found","[28]","Manga","[1, 10, 7, 4, 5, 6]","44.0","Recap of first cours of Vanitas no Karte narrated by Toshiyuki Morikawa. Includes a short preview of the second cours."
"129","Tenshi ni Narumon!","https://cdn.myanimelist.net/images/anime/1671/94180.jpg","TV","26","Finished Airing","1999-04-07","Synch-Point","[48, 197, 1, 198]","Original","[17, 10, 8, 5]","23.0","Yuusuke was just a normal kid going to high school. Then one day, the cute and behaloed Noelle fell, quite literally, into his life, naked as a baby and every bit as innocent. Before he can even fathom what's just happened, Yuusuke is inducted into a rather odd family of otherworldly beings.  Papa is a Frankenstein monster with a taste for calisthenics. Mama is a gorgeous lady with a penchant for ""round objects"" -- really! The eldest sister, Sara, is literally invisible; the brother, Gabriel, is a teenage vampire with an attitude problem; and the youngest sister, Ruka, loves inventing things. There's a disapproving Grandma, who's a witch to the nth degree, and her vulture familiar. All Yuusuke wanted was for the beautiful Natsumi to even notice his attention, but now he has an angel-in-training to follow him wherever he goes. And Noelle, too, has a guide on her path to being an angel, the mysterious Michael.  (Source: AnimeNfo)"
"130","Renkin San-kyuu Magical? Pokaan Specials","https://cdn.myanimelist.net/images/anime/11/74299.jpg","Special","3","Finished Airing","2006-06-23","None found","[90, 73, 91, 173]","Original","[17, 20, 34, 39, 5]","13.0","DVD specials."
"131","Itsuka Tenma no Kuro Usagi Picture Drama","https://cdn.myanimelist.net/images/anime/5/35285.jpg","Special","6","Finished Airing","2011-09-30","None found","[69]","Light novel","[17, 8, 3, 20, 5]","11.0","Picture Dramas from the Blu-ray disks.  Episodes: 1 - Let's Just Do It Radio! 2 - Each One's Breakfast 3 - Himea's Guitar Lesson 4 - Each One's Bath Time 5 - Traditional Feeling 6 - Izumi-chan's What If Series"
"132","Vampire","https://cdn.myanimelist.net/images/anime/1803/119763.jpg","OVA","2","Finished Airing","2011-09-16","Kitty Media","[199, 200, 201]","Original","[3, 41, 5]","27.0","Yuuto Akiyama, a butler with ancient powers, begins serving a household of busty vampires! Yuuto must satisfy these women, and figure out the secret of the strange house."
"133","Yuugen Kaisha","https://cdn.myanimelist.net/images/anime/1932/96386.jpg","OVA","4","Finished Airing","1994-08-25","None found","[17]","Original","[1, 2, 17, 3, 16, 5]","29.0","In a country where companies are categorized into many subdivisions and corporations, only one of them is a ghost corp—the Phantom quest corp. When otherworldly supernatural phenomenon threatens the city and its populace, Ayaka Kisaragi and her employees are on the job to fight any and all supernatural menace.  (Source: ANN)"
"134","Master Mosquiton","https://cdn.myanimelist.net/images/anime/8/15445.jpg","OVA","6","Finished Airing","1996-11-21","ADV Films, Media Blasters","[128, 202]","Manga","[1, 2, 17, 3, 19, 5]","27.0","In the 1920's, Inaho resurrects a vampire named Mosquiton with her blood. He awakens and becomes her slave. Now, Inaho is after the O-Part, which will grant her immortality. However, a bunch of supernatural monsters are out to stop them from achieving their goal.  (Source: ANN)"
"135","Vampire Dormitory","https://cdn.myanimelist.net/images/anime/1533/140337.jpg","TV","0","Not yet aired","null","None found","[182, 203]","Manga","[8, 3, 42, 5, 24]","0.0","Mito Yamamoto is a beautiful man, so much so that women swarm the restaurant he works at daily. When the restaurant owner decides that he has had enough, he fires Mito, leaving him unemployed and with no place to call home.  Soon after, Mito happens upon a cafe and receives a cut on the hand from broken glass. A strange man named Ruka Saotome takes Mito aside to presumably tend to the injury, but instead, he licks away Mito's blood, remarking that it tastes disgusting before asking Mito to leave. Later that night, Mito accidentally slips off the roof of a building and is caught by Ruka, who reveals himself to be a vampire.  Ruka explains that a man's blood tastes disgusting, and the blood of someone unloved has an even worse flavor. However, Ruka cannot drink from girls, so he has been looking for a beautiful boy to become his thrall. He proposes that Mito fill this role and that he allow Ruka's affections to ""ripen"" his blood. Mito accepts and begins living with Ruka in the Hijirigaoka Boys' Academy dormitory. However, there is just one problem in all this: Mito is actually a girl!  [Written by MAL Rewrite]"
"136","Master Mosquiton '99","https://cdn.myanimelist.net/images/anime/1/1806.jpg","TV","26","Finished Airing","1997-09-30","None found","[48, 79, 187]","Manga","[1, 2, 17, 3, 5]","23.0","Catholic schoolgirl Inaho discovers that a vampire, Mosquiton, is feeding off of her classmates. So she stakes him, but he is revived after her blood comes in contact with the his remains. Mosquiton becomes her slave and also a history teacher. Together, along with Yuuki and Honou, the unlikely duo have many escapades and adventures. One of Inaho's main goals is to find the mythical O-Part to make some money!  (Source: AnimeNfo)"
"137","Vampire Sensou","https://cdn.myanimelist.net/images/anime/1341/96594.jpg","OVA","1","Finished Airing","1990-12-01","Manga Entertainment","[204]","Novel","[3, 16, 5]","55.0","The rural American west is the setting for this OVA, in which a bizarre and brutal attack on a NASA base in Arizona attracts the attention of a French secret service agent, Monsieur Lassar, when a dead CIA agent is found floating on the Seine in Paris. Lassar is convinced that these two events are related, and sets out to prove it. His investigation leads him to film star Lamia Vindaw and a vampire cult that may be far more vicious and dangerous than its eccentric exterior makes it seem.  (Source: ANN)"
"138","Yami no Teio: Kyuuketsuki Dracula","https://cdn.myanimelist.net/images/anime/1349/100882.jpg","TV Special","1","Finished Airing","1980-08-19","None found","[204]","Other","[12, 5]","1.0","On a seemingly normal night in Boston, a satanic ritual is taking place: a bride is to be offered up as a sacrifice. However, Dracula, the King of Vampires, swoops in and steals her, with the intent of depriving the woman of both her blood and her life. And yet, despite his earlier motives for abducting the bride, Dracula is astonished by her beauty and decides to keep the woman as his wife.  He and Domini, his spouse, lead a fruitful life together, bearing a healthy son by the name of Janus, with Dracula's crime against Satan fading from memory. On the other hand, Satan hasn't forgiven him for stealing his rightful bride and is plotting to ruin his happiness when the time is right. Another group, the Vampire Hunters, similarly wish to destroy Dracula as vengeance for the souls he has taken to feed himself.  Now carrying the burden of a family, Dracula must protect himself from Satan's plots as well as from the vengeful Vampire Hunters in a desperate fight for survival and forbidden love.  [Written by MAL Rewrite]"
"139","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA","https://cdn.myanimelist.net/images/anime/1417/104653.jpg","OVA","1","Finished Airing","2020-01-24","None found","[163]","Original","[1, 10, 29, 5]","23.0","The OVA will be focus on when Kujaku Nijou first entering group, which occurs one year before the main anime begins."
"140","Hipira-kun","https://cdn.myanimelist.net/images/anime/13/46765.jpg","TV","10","Finished Airing","2009-12-21","None found","[205]","Picture book","[17, 10, 3, 5, 43]","5.0","In the city of Salta, a place where the sun never shines, a community of vampires lives. Hipira is a little vampire who lives the life of a typical boy, attending school and dealing with bullies along the way. However, he also has a soft spot for exploring, playing pranks on others and having grand adventures! Whether he's befriending a human soul, scaring his neighbours by pretending day has come or encountering giant frogs and aliens, Hipira is always getting himself into and out of trouble."
"141","Delico's Nursery","https://cdn.myanimelist.net/images/anime/1635/138391.jpg","TV","0","Not yet aired","null","None found","[96]","Other","[10, 44, 5]","0.0","Dali Delico is an aristocrat from the prestigious Delico family and an elite member of the Blood Pact Council who has a promising future.  He is ordered to carry out a certain mission by the Blood Pact Council, the highest governing body of vampires, but Dali flatly refuses. When Gerhard, Dino, and Henrique, who are frustrated fellow members of the Diet, go to try to persuade Dali, they find Dali cradling a young child himself.  Meanwhile, a mysterious series of murders targeting vampires occur in the streets. There seems to be some sort of past connection between Dali and the anti-social organization Pendulum, which is believed to be the mastermind.  ''With all our blood and pride, let's show that we can achieve both duty and child-rearing!""  A tale of noblesse oblige childcare struggles by vampire aristocrats. Will it be possible to balance the splendid Gothic world with the careless child-rearing that takes pride in?  (Source: Official Site, translated)"
"142","JoJo no Kimyou na Bouken: Phantom Blood Pilot","https://cdn.myanimelist.net/images/anime/1704/106122.jpg","Special","1","Finished Airing","2004-03-28","None found","[3, 110]","Manga","[1, 3, 5, 6]","2.0","A 2-minute animated video highlighting key points in the battle between the courageous Jonathan Joestar and his adoptive brother Dio Brando, who has turned into a powerful vampire."
"143","Tezuka Osamu no Don Dracula","https://cdn.myanimelist.net/images/anime/7/15129.jpg","TV","8","Finished Airing","1982-04-05","None found","[206]","Manga","[17, 12, 3, 5]","24.0","After living in Transylvania for several years, ""Earl Dracula"" (as Osamu Tezuka's official website calls him in English) has moved to Japan. In the Nerima Ward of Tokyo, he and his daughter, Chocola, and faithful servant Igor have taken up residence in an old-Western style house.  While Chocola attends Junior High School, Earl Dracula is desperate to drink the blood of beautiful virgin women; an appropriate meal for a vampire of his stature. However, each night that Earl Dracula goes out on the prowl he finds himself getting involved in some kind of disturbance which leads to him causing various trouble for the local residents. With nobody in Japan believing in vampires, his very presence causes trouble amongst the people in town."
"144","Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap","https://cdn.myanimelist.net/images/anime/1490/104552.jpg","Special","1","Finished Airing","2019-12-01","None found","[163]","Original","[1, 10, 29, 5]","23.0","Recap of first eight episodes of Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana."
"145","Murder","https://cdn.myanimelist.net/images/anime/3/6634.jpg","Movie","1","Finished Airing","1964-01-01","None found","[]","Unknown","[32, 7, 39, 5]","9.0","Short animated film by acclaimed multi-talented artist Makoto Wada."
"146","ChroNoiR Episode.0","https://cdn.myanimelist.net/images/anime/1425/137411.jpg","ONA","1","Finished Airing","2023-07-28","None found","[64]","Mixed media","[3, 5]","8.0","The anime tells a story from 150 years ago in the town of Planie. A strange disease that turns humans into the undead has spread throughout the land, causing Planie to become known as the cursed city. The priest Kanae lives in a church on the outskirts of town. Ever since he arrived at the town, the number of cases of the disease have decreased. The fate of the town changes when a mysterious man accompanies Kanae.  (Source: Anime News Network)"
"147","Zoku Gosenzo San'e","https://cdn.myanimelist.net/images/anime/4/21411.jpg","OVA","4","Finished Airing","2000-10-25","None found","[207, 170]","Original","[41, 5]","30.0","A direct sequel, continuing about nine months after the first season ends."
"148","Vie Durant","https://cdn.myanimelist.net/images/anime/7/24039.jpg","ONA","8","Finished Airing","2003-07-15","None found","[187, 188]","Original","[9, 28, 5]","7.0","The Antarctic thaws and it is an era when most of the land has been submerged in water. The extinction of Mankind already draws near. Mankind who were born from Adam and Eve, were now deteriorating as they repeatedly get cloned from generation to generation. Things essential for the survival of living things were lost.  Even so, the ones remaining cling on to survive...  ""We should get what we need for survival from something else...!""  And so, a mere small group of humans began a new life upon the surface of water, exhausting the resources of each and every other living thing to survive. In the end, they discover people who posess a huge quantity of things necessary for survival.  The young men who posessed such things continues their journey even today, to escape from those who were pursuing them. They just wanted to find that something somewhere. They were seeking for the one and only ""help"" there was...  (Source: AnimeNfo)"
"149","Gregory Horror Show: The Last Train","https://cdn.myanimelist.net/images/anime/1543/110077.jpg","TV","26","Finished Airing","2000-10-07","Geneon Entertainment USA","[113, 208, 209]","Original","[17, 12, 7, 3, 19, 5]","3.0","The third series, The Last Train is set with 26 stories during a bizarre train ride that Gregory embarks upon.  (Source: AniDB)"
"150","Bloody Escape: Jigoku no Tousou Geki","https://cdn.myanimelist.net/images/anime/1043/139689.jpg","Movie","1","Finished Airing","2024-01-05","None found","[210, 211]","Original","[1, 9, 28, 3, 30, 5]","1.0","After human experimentation turns Kisaragi into a cyborg, he finds himself pressured by multiple organizations: An undying convent of vampires bent on the conquest of Tokyo, and an immortal order of knights, and a group of Yakuza, sword to avenge the killing of their leader.  ""I might not have any reason to live, but that's no reason to let them kill me.""  Kisaragi will have to use his cyborg-body and his unique ""blood,"" as well as anything else he can to make his big escape!!!  (Source: Official Site, translated)"
"151","Forsaken","https://cdn.myanimelist.net/images/anime/9/32977.jpg","Music","1","Finished Airing","2008-01-26","None found","[31]","Music","[38, 5]","5.0","The song tells of a person who is visited at night by a vampiress. While the man thinks he is being shown ""beautiful things"", in reality he is having his blood sucked by the vampiress.  Music video by Dream Theater, produced by Gonzo and directed by Yasufumi Soejima.  (Source: Wikipedia)"
"152","Vampiyan Kids: Pilot","https://cdn.myanimelist.net/images/anime/6/8386.jpg","Special","1","Finished Airing","1999-01-01","None found","[65]","Original","[1, 17, 5, 43]","18.0","A young boy ends up at a castle belonging to a vampire and his daughter."
"153","Hipira-kun ONA","https://cdn.myanimelist.net/images/anime/11/59993.jpg","ONA","2","Finished Airing","2010-04-07","None found","[205]","Picture book","[17, 10, 3, 5, 43]","5.0","The phone-only episodes 11 & 12 of Hipira-kun."
"154","Higanjima X","https://cdn.myanimelist.net/images/anime/12/82352.jpg","ONA","12","Finished Airing","2016-10-15","None found","[]","Manga","[10, 12, 14, 33, 5, 15]","3.0","Akira is in the midst of the final battle between the human race and vampires. He only has 47 days until Japan is turned into an island of vampires.  (Source: ANN)"
"155","Dracula no Uta","https://cdn.myanimelist.net/images/anime/8/57523.jpg","Music","1","Finished Airing","1975-08-02","None found","[212]","Original","[38, 5, 43]","2.0","An imaginative take on Dracula is shown in this musical video from the Minna no Uta franchise."
"156","Hipira-kun Special","https://cdn.myanimelist.net/images/anime/9/59991.jpg","Special","1","Finished Airing","2014-01-29","None found","[205]","Picture book","[17, 10, 3, 5, 43]","5.0","Last episode of Hipira-kun bundled with the DVD/Blu-ray release."
"157","Answer","https://cdn.myanimelist.net/images/anime/7/78630.jpg","Music","1","Finished Airing","2012-11-30","None found","[213]","Original","[3, 38, 5]","2.0","A music video for ""Answer"", a song by Red Dracul Scar Tissue and Jazztronik."
"158","Tokimeki Tonight Recaps","https://cdn.myanimelist.net/images/anime/13/29257.jpg","Special","2","Finished Airing","1988-01-01","None found","[132, 189]","Unknown","[17, 10, 8, 5, 24]","49.0","Recaps of some episodes from the TV series. Includes new humorous sketches called ""Tokimeki a la Carte""."
"159","Urmă (Zanzou)","https://cdn.myanimelist.net/images/anime/7/78631.jpg","Music","1","Finished Airing","2011-01-21","None found","[213]","Original","[3, 38, 5]","4.0","A music video for Red Dracul Scar Tissue's song ""Urmă (Zanzou)""."
"160","Higanjima X: Aniki","https://cdn.myanimelist.net/images/anime/6/88803.jpg","Special","1","Finished Airing","2017-08-30","None found","[]","Manga","[10, 12, 33, 5, 15]","3.0","A new episode of Higanjima X that was included in Blu-ray."
"161","Bad Habits","https://cdn.myanimelist.net/images/anime/1798/117104.jpg","Music","1","Finished Airing","2021-08-11","None found","[214]","Original","[38, 5]","3.0","Famous Japanese animator Rui Ikeda creates a special animated music video for Ed Sheeran's track ""Bad Habits.""  (Source: Official YouTube Channel, edited)"
"162","W.O.L.F. (Win Or Lose Fight) PV","https://cdn.myanimelist.net/images/anime/1755/135956.jpg","PV","1","Finished Airing","2023-03-14","None found","[215]","Web manga","[7, 3, 18, 38, 5]","1.0","Official promotion video for Dark Moon: The Grey City manhwa with the song W.O.L.F. (Win Or Lose Fight) by K, Nicholas, EJ and Taki of &TEAM."
"163","Phantom in the Twilight Recap","https://cdn.myanimelist.net/images/anime/1903/127231.jpg","ONA","1","Finished Airing","2018-09-10","None found","[58]","Original","[3, 5]","11.0","A short recap of the first ten episodes of Phantom in the Twilight."
"164","Mu Guang Xiawu Cha","https://cdn.myanimelist.net/images/anime/1036/127208.jpg","ONA","12","Finished Airing","2018-07-12","None found","[]","Original","[17, 3, 5]","5.0","Mini-drama recaps for the Chinese release of Phantom in the Twilight."
"165","Baempaieosonyeo Dalja","https://cdn.myanimelist.net/images/anime/1779/135378.jpg","TV","26","Finished Airing","2022-01-04","None found","[]","Original","[17, 5]","12.0","No synopsis information has been added to this title. Help improve our database by adding a synopsis here."
