"ID","TITULO","IMAGEN","TIPO","EPISODIOS","ESTADO","FECHA_ESTRENO","LICENCIA","ID_ESTUDIOS","SRC","ID_GENEROS","DURACION","DESCRIPCION"
"230","Show By Rock!! #","https://cdn.myanimelist.net/images/anime/4/80734.jpg","TV","12","Finished Airing","2016-10-02","Funimation","[50, 30, 271, 272, 273]","Game","[1, 2, 4, 49]","23.0","Metropolis of music, MIDICITY. A kitty girl wearing gothic lolita clothing named Cyan is scouted by Maple Arisugawa, the president of a music agency. From there, she meets Chuchu (a pun off of the sound that rabbits make) the honor student rabbit girl, a net geek dog girl named Retoree (from ""Retriever""), and an alien sheep (?) girl named Moa. Together, they form the band named ""Plasmagica,"" and aim for the top of the world.  However, the path there is long and tough, and keeping in high spirits is important. By battling against other strange bands, Plasmagica slowly grows toward a top-grade band. In the end, they'll be a band that becomes the driving force of MIDICITY's music industry... Maybe?  Gonna be a music millionaire!  (Source: Sanrio)"
"231","Overlord: Ple Ple Pleiades 3","https://cdn.myanimelist.net/images/anime/1386/93157.jpg","ONA","13","Finished Airing","2018-07-10","None found","[124]","Light novel","[13, 1, 2, 4]","1.0","Super deformed parody shorts of Overlord III streamed on Kadokawa's official YouTube channel."
"232","Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.","https://cdn.myanimelist.net/images/anime/1280/138474.jpg","TV","12","Currently Airing","null","None found","[29, 3, 14, 47, 79, 155, 114, 150, 219, 309, 310]","Light novel","[10, 2, 4, 12]","23.0","In Ivy's world, stars are everything. She's a Tamer, born to subdue monsters and animals, but she was also born starless! With her life in danger, Ivy flees into the forest where she befriends a weak little slime named Sora—the one creature she can tame. Together, the unlikely pair set off on a journey, salvaging rubbish to survive. Along the way they'll win hearts, evade danger, and discover there's more to starless Ivy than meets the eye!  (Source: Seven Seas Entertainment)"
"233","Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou","https://cdn.myanimelist.net/images/anime/1068/124244.jpg","OVA","1","Finished Airing","2022-09-25","None found","[68, 70, 133]","Light novel","[13, 10, 2, 20, 4]","42.0","After the capture, Hajime was worried about the farewell to Myuu that would occur when the trip resumed. Hajime and his friends were talking about ""The Seven Great Legends of Erisen"" as a memory before they left for the trip, but all of them were missed. However, in the final seventh adventure, he encounters a mysterious giant creature and is blown into the world of a devastated city! Hajime, who started to search for the stray Myuu, fulfills a miraculous encounter there.  (Source: Official website)"
"234","Mahou Shoujo-tai Arusu","https://cdn.myanimelist.net/images/anime/10/57287.jpg","TV","40","Finished Airing","2004-04-09","Media Blasters","[311, 312, 313]","Original","[10, 1, 2, 4]","9.0","Arusu believes in magic. With all her heart, she believes that magic is possible and that it can be used for good deeds and fun games. But suddenly, she finds herself transported into another world, ruled by a mysterious elite of witches—and these witches don't seem to be in it for the fun. They're hard at work capturing sprites, the native magical beings of the world, and forcing them into slavery. Once Arusu realizes that her new surroundings aren't just a dream, she sets out to change things.  (Source: ANN)"
"235","Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi","https://cdn.myanimelist.net/images/anime/1945/116050.jpg","Special","1","Finished Airing","2021-07-05","None found","[4, 19, 148]","Light novel","[13, 10, 2, 4]","23.0","Aired with the rebroadcast of Isekai Cheat Magician."
"236","Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku","https://cdn.myanimelist.net/images/anime/11/28688.jpg","TV","24","Finished Airing","2011-04-03","Flatiron Film Company","[296, 122]","Original","[13, 10, 1, 2, 4]","25.0","Returning to the Digital World, Taiki and Shoutmon learn that the Bagra Army has taken it over and reformatted the world to have Seven Kingdoms, each ruled by a general.  (Source: AniDB)"
"237","Elf wo Karu Mono-tachi","https://cdn.myanimelist.net/images/anime/13/74219.jpg","TV","12","Finished Airing","1996-10-04","ADV Films, Sentai Filmworks","[28, 32, 314, 315]","Manga","[10, 1, 2, 3, 4, 17]","24.0","Loudmouthed martial artist Junpei Ryuzouji, elegant actress Airi Komiyama, and cheery but artillery-obsessed student Ritsuko Inoue all find themselves transported from their homeland of Japan to an unfamiliar, magical world. When the elven priestess Celcia Marieclaire casts the spell to send them home, she is interrupted, and the spell is broken into parts that scatter throughout the world. The spell fragments imprint themselves onto the skin of various elves.  The trio travels in Ritsuko's tank, searching for elves who might carry the spell fragments so that Celcia can transfer them to her own body and make the spell whole again. As they adventure, people begin to refer to them as ""Those Who Hunt Elves,"" gaining a reputation as warriors that put a stop to evil-doers with their miraculous cannon, terrifying elves by stripping any that they find. Though they're not the smartest group, they make up for it with enthusiasm and their strong determination to get back to Japan.  [Written by MAL Rewrite]"
"238","Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi","https://cdn.myanimelist.net/images/anime/1292/97430.jpg","TV","25","Finished Airing","2011-10-02","Flatiron Film Company","[296, 122]","Original","[13, 10, 1, 2, 4]","25.0","Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi takes place one year after the defeat of Bagramon and company. Since then, Taiki Kudou and Yuu Amano have formed a basketball team with Yuu’s classmate, Tagiru Akashi. One day, Tagiru discovers a strange area called the DigiQuartz, a strange and unstable realm that exists between the human and digital worlds. He then realises that children all over the world have obtained Xros Loaders as well as Digimon partners to participate in a competition called the 'Digimon Hunt'.  Digimon that wander from the digital world into the DigiQuartz are able to feed off of what negative emotions leak in from the human world. This makes the Digimon stronger at the expense of being extremely violent. As a result, the Digimon Hunters must work to stop these Digimon from wreaking havoc in the human world. Joined by the troublemaking Gumdramon, Tagiru aims to become the top Digimon Hunter, all the while unaware of Taiki and Yuu’s previous Digimon connections. Yet a sinister force lurks with the creation of the DigiQuartz, and the young Hunters will soon realize that the Digimon Hunt is much more than a simple game..."
"239","Isekai Suicide Squad","https://cdn.myanimelist.net/images/anime/1262/140084.jpg","Unknown","0","Not yet aired","null","None found","[54, 316]","Other","[13, 4]","0.0","In the crime-ridden city of Gotham, Amanda Waller, the head of A.R.G.U.S., has assembled a group of notorious criminals for a mission: Harley Quinn, Deadshot, Peacemaker, Clayface, and King Shark. These Super-Villains are sent into an otherworldly realm that's connected to this world through a gate. It's a world of swords and magic where orcs rampage and dragons rule the skies—an ""ISEKAI""!  With lethal explosives planted in their necks, there's no running or hiding, and failing the mission means a one-way ticket to the afterlife! Can Harley Quinn and her crew conquer this perilous ISEKAI realm?! Brace yourselves for the pulse-pounding saga of the elite task force known as the ""Suicide Squad"" as they embark on a jaw-dropping adventure!  (Source: Warner Bros.)"
"240","Drifters: The Outlandish Knight","https://cdn.myanimelist.net/images/anime/1987/97778.jpg","OVA","1","Finished Airing","2018-11-30","None found","[82]","Manga","[13, 10, 1, 2, 22, 23, 24, 4, 18, 25, 26]","30.0","Episode 15 of Drifters shipped with the special version of the manga's sixth volume."
"241","Youjo Shenki","https://cdn.myanimelist.net/images/anime/13/83756.jpg","ONA","12","Finished Airing","2017-01-10","None found","[124]","Light novel","[1, 4, 18, 11, 12]","2.0","A chibi parody of Youjo Senki."
"242","Harukanaru Toki no Naka de: Hachiyou Shou","https://cdn.myanimelist.net/images/anime/7/7227.jpg","TV","26","Finished Airing","2004-10-06","Bandai Visual USA","[317]","Visual novel","[2, 19, 4, 14, 30]","24.0","Akane Motomiya and her friends Tenma and Shimon are pulled by a demon into another world, where Akane becomes the Priestess of the Dragon God. The people of this world tell her that she is the only one who can stop the demons from taking over; meanwhile, the demons want to use her power for their own ends. Luckily, Akane has the Hachiyou, eight men with powers of their own who are sworn to protect the Dragon Priestess.  (Source: ANN)"
"243","Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA","https://cdn.myanimelist.net/images/anime/1996/118848.jpg","OVA","1","Finished Airing","2021-09-30","None found","[80]","Light novel","[1, 6, 2, 19, 4, 12, 30, 21, 31]","28.0","Before they met Catarina Claes, each of her close friends struggled with their personal conflicts. But with a bright smile and a helping hand, the warmth of Catarina's friendship began to melt away the moments of their lonesome darkness.  [Written by MAL Rewrite]"
"244","Isekai Meikyuu de Harem wo Specials","https://cdn.myanimelist.net/images/anime/1672/125096.jpg","Special","2","Finished Airing","2022-11-25","None found","[3, 4, 78, 25, 18, 19, 147, 180]","Light novel","[2, 42, 4]","4.0","No synopsis information has been added to this title. Help improve our database by adding a synopsis here."
"245","Kyou kara Maou! R","https://cdn.myanimelist.net/images/anime/7/22619.jpg","OVA","5","Finished Airing","2007-10-26","Discotek Media","[20]","Light novel","[10, 1, 2, 4, 31]","25.0","Life has returned to some form of normalcy after the end of the series, and so His Majesty Yuuri Shibuya travels to oversee how things are going. While doing so, he runs into the king of Small Shimeron--Sararegi. But it seems there may be something more to him than the friendly king he presents himself as. Yuuri go back to Shimaron to relax and meet some friends, when the ""king"" of Little Shimaron suddenly joins the group and wants the Maou to come to his country. The Original king sends a message to Yuuri's brother and his friend that Yuuri is in trouble.  (Source: ANN)"
"246","Fushigi Yuugi OVA","https://cdn.myanimelist.net/images/anime/1171/92443.jpg","OVA","3","Finished Airing","1996-10-25","Media Blasters, Geneon Entertainment USA","[174, 3, 145]","Manga","[10, 2, 19, 24, 4, 48, 31]","28.0","Having concluded their adventure inside the mystical book The Universe of the Four Gods, Miaka Yuuki and Yui Hongo resume their ordinary lives with but one exception: upon returning to the real world, Miaka is permitted to bring her beloved Tamahome along with her.  Unfortunately, shortly afterward, new troubles threaten the couple's hard-earned happiness. During a visit to the graves of the two other girls who had traveled inside The Universe of the Four Gods, Tamahome is engulfed by a red light and disappears right before Miaka's eyes. Witnessing the puzzling incident, her brother Keisuke and his best friend Tetsuya Kajiwara resolve to help the heartbroken Miaka find her boyfriend again.  Meanwhile, Tamahome has been brought back into the book, only to discover that 50 years had passed since his departure. To his surprise, he learns that he has now switched identities with his former enemy, Nakago. Will the two lovers triumph over these adversities to reunite once more, or are they doomed to remain separated forever?   Fushigi Yuugi Otsukare Ian Bus Ryokou: Kindan no Josei Onsen-hen The Celestial Warriors of gods Suzaku and Seiryuu, alongside their priestesses, Miaka Yuuki and Yui Hongo, are granted a bus trip to a special hot spring resort to enjoy some leisure time. Despite the extensive journey, the lively party spices up the experience by playing mischievous tricks on each other, completely unaware of the surprise awaiting them at their destination.  [Written by MAL Rewrite]"
"247","Isekai Harem Monogatari","https://cdn.myanimelist.net/images/anime/1798/112703.jpg","OVA","4","Finished Airing","2020-07-31","None found","[318]","Manga","[2, 53, 20, 4]","16.0","A 16-year-old named Naoki Oikawa is addicted to masturbating. One day, while pleasuring himself as usual, his erotic magazine begins to glow and Naoki suddenly finds himself in a fantastic world. He appears among three female adventurers who later present themselves as the swordswoman Filia Shiora, the priestess Tiane Rutheim, and the elf Llusse. They explain to Naoki that the world is in danger of destruction due to the resurrection of the Demon King, and the only way to save it is for him to use his special power—feeding his semen to the three girls so as to increase their strength exponentially. Of course, the young hero agrees to join the party, and his erotic quest begins.  [Written by MAL Rewrite]"
"248","Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta (Shin Anime)","https://cdn.myanimelist.net/images/anime/1092/139088.jpg","Unknown","0","Not yet aired","null","None found","[]","Light novel","[13, 10, 2, 4, 21]","0.0","New anime project of Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta."
"249","Fushigi Yuugi: Dai Ni Bu","https://cdn.myanimelist.net/images/anime/1591/92444.jpg","OVA","6","Finished Airing","1997-05-25","Media Blasters, Geneon Entertainment USA","[145]","Manga","[10, 2, 19, 24, 4, 48, 31]","33.0","After Tamahome is reborn into the real world as Taka Sukunami, it does not take long until he meets Miaka Yuuki again, leading to their romance blooming once more. However, the appearance of Ren Shigyou—a new student at Miaka's high school—disturbs their blissful days.  Resentful of the happy lovers, Shigyou uses his unusual manipulative skills to quickly become popular and rally his classmates against Miaka and Taka. As Shigyou's followers unexpectedly attack the pair, the two end up falling from the school's roof into a red light and are transported to The Universe of the Four Gods realm.  Returning to the place where Taka once lived as Tamahome, the couple learns that an evil demon is behind the recent events. To make matters worse, Taka risks disappearing from existence unless he recovers his previous life's memories, which are stored in seven jewels. Joining forces with their former companions, Miaka and Taka embark on a quest against the clock to retrieve the precious stones before it is too late.  [Written by MAL Rewrite]"
"250","Youjo Senki Movie: Manner Eizou","https://cdn.myanimelist.net/images/anime/1788/102766.jpg","Movie","1","Finished Airing","2019-02-08","None found","[124]","Light novel","[1, 4, 18, 12]","2.0","A manner movie aired before the Youjo Senki Movie. Done in the chibi art style of Youjo Shenki and Isekai Quartet, Tanya and her battalion tell the viewers to refrain from improper theater etiquette such as using phones during the film, talking, and smoking. The manner movie was later included on the DVD/BD release of the film."
"251","Shinpi no Sekai El-Hazard","https://cdn.myanimelist.net/images/anime/1893/128632.jpg","OVA","7","Finished Airing","1995-05-26","Nozomi Entertainment, Geneon Entertainment USA","[237, 200]","Original","[10, 1, 2, 19, 4]","34.0","After Makoto Mizuhara agrees to testify against the boisterous student council president Katsuhiko Jinnai for bribing school clubs in the recent student council elections, Jinnai chases him down in an attempt to silence his self-proclaimed rival. Suddenly, during the chase, time stops for everyone—except Makoto. Perplexed, he wanders around the campus until he notices a light coming from the school's closed-off basement, where an ancient relic had just been uncovered.  Makoto is walking toward the artifact surrounded by strings of light, when out of it comes an otherworldly woman who claims she has been waiting for ten thousand years to see him. Weakened by the passage of time, she uses her remaining power to transport a confused Makoto to another world, which she refers to as El-Hazard. However, others who are still at school are also caught in the spell, namely: Jinnai; Masamichi Fujisawa, the alcoholic teacher; and Nanami Jinnai, the headstrong sister of president Jinnai.  The fantastical and magnificent world of El-Hazard awaits these four individuals where they will become entangled in the story of its inhabitants and embark on an adventure filled with laughter, danger, and even romance.  [Written by MAL Rewrite]"
"252","Arifureta Shokugyou de Sekai Saikyou: Prologue","https://cdn.myanimelist.net/images/anime/1285/111316.jpg","ONA","1","Finished Airing","2020-03-19","None found","[70]","Light novel","[2, 4, 21]","7.0","Initially screened at the Arifureta Shokugyou de Sekai Saikyou -Live & Act- event on January 19, 2020. It was later released via streaming platforms on March 19, 2020.  (Source: AniDB)"
"253","Chuan Shu Zijiu Zhinan","https://cdn.myanimelist.net/images/anime/1367/109171.jpg","ONA","10","Finished Airing","2020-09-10","None found","[319, 320, 58, 321]","Web novel","[1, 6, 2, 24, 4, 14]","19.0","Shen Yuan has read enough xianxia novels to know that the protagonist will somehow cultivate the demonic path, take revenge on his scumbag master, and gain a massive harem along the way. So when he unexpectedly transmigrates into the world of Proud Immortal Demon Way, he knows exactly how the story is going to proceed. However, he does not get to play the role of the protagonist, but instead he becomes the scumbag master destined to suffer a humiliating defeat.  Shen Yuan, now known as cultivation master Shen Qingqiu, makes it his mission to change his fate so that he does not fall to his disciple, Luo Binghe, the protagonist of the novel. Trying to break away from the cruel personality of the original Shen Qingqiu seems impossible as any uncharacteristic behavior is blocked by a monitoring system meant to keep him from derailing the plot.  Shen Yuan must find a way to befriend Luo Binghe so that he has no reason to seek revenge on his teacher in the future. But with the set series of tragedies meant to befall the protagonist at the hands of Shen Qingqiu, this teacher has his work cut out for him.  [Written by MAL Rewrite]"
"254","Dual! Parallel Lun-Lun Monogatari","https://cdn.myanimelist.net/images/anime/8/31223.jpg","TV","13","Finished Airing","1999-04-08","Discotek Media, Geneon Entertainment USA","[237, 200]","Original","[13, 1, 28, 20, 4, 29]","25.0","Kazuki Yotsuga is your regular average nerd in high-school, except he isn't smart. He has this website which relates to his visions that only he can see. His visions are about robots who keep fighting each other battle after battle. One day he is sent to a ""parallel world"" where these visions exist and he joins a company to fight back against the devious RaRa, who want to take over the world.  (Source: ANN)"
"255","Tondemo Skill de Isekai Hourou Meshi 2nd Season","https://cdn.myanimelist.net/images/anime/1721/139379.jpg","TV","0","Not yet aired","null","None found","[]","Light novel","[10, 1, 2, 40, 4]","0.0","Second season of Tondemo Skill de Isekai Hourou Meshi"
"256","Maou Evelogia ni Mi wo Sasage yo","https://cdn.myanimelist.net/images/anime/1078/116972.jpg","ONA","9","Finished Airing","2021-10-02","Ascendent Animation","[322, 323, 308]","Manga","[52, 2, 42, 4]","6.0","Ever since he laid hands on his favorite game, Toshiaki Gozu has admired its loathsome main villain: the demon king Evelogia, detested by all yet a character accompanied by loneliness his entire life.  With his past crimes having caught up to him, Toshiaki is held hostage at gunpoint by a yakuza and is ultimately killed. Following his untimely end, he finds himself in a surprisingly familiar room—a setting of the game where Evelogia exists. Although the revelation delights him, disappointment creeps in as Toshiaki realizes that he is the character who is destined to assassinate the great demon king.  However, Toshiaki rejects his role and instead allies himself with Evelogia. Now with someone trustworthy by his side for the first time ever, Evelogia is emotional. But living regular lives proves to be challenging for both of them; Evelogia wields uncontrollable destructive power while Toshiaki grows dangerously obsessed with the antagonist.  [Written by MAL Rewrite]"
"257","Shinpi no Sekai El-Hazard (TV)","https://cdn.myanimelist.net/images/anime/13/24439.jpg","TV","26","Finished Airing","1995-10-06","Nozomi Entertainment, Geneon Entertainment USA","[6, 324, 325, 237, 326, 287, 200]","Original","[10, 1, 2, 19, 4]","23.0","High school science-whiz Makoto Mizuhara is working on his newest project in preparation for the school festival, alongside his best friend Nanami Jinnai. Nanami's brother and Makoto's lifelong rival, the unscrupulous student council president Katsuhiko Jinnai, is under scrutiny for mishandling the school festival planning and is convinced that Makoto is plotting to steal his position. One night, as Makoto and Nanami are taking a break with their teacher Masamichi Fujisawa, Jinnai sneaks into the science lab and sabotages Makoto's device, which suddenly opens a portal that flings all four of them into another world!  Upon arrival, Makoto is immediately attacked by a horde of giant bug monsters. While running from them, he comes across Fujisawa and a girl named Rune Venus. After Fujisawa fights off the monsters, a group of dignitaries arrives, looking for Rune, their princess. They inform Makoto and Fujisawa that they are in a world called El-Hazard and take them back to the palace of Roshtaria, their kingdom. Though her advisors are suspicious of the newcomers, Rune decrees that they are to be treated as guests and quickly befriends Makoto. Unaware that Nanami and Jinnai are in this world as well, Makoto gets to work trying to figure out a way back to Earth.  [Written by MAL Rewrite]"
"258","Fushigi Yuugi: Eikouden","https://cdn.myanimelist.net/images/anime/11/67701.jpg","OVA","4","Finished Airing","2001-12-21","Media Blasters, Geneon Entertainment USA","[145]","Manga","[10, 6, 2, 19, 4, 31]","30.0","After years of hardships interfered with their love, Miaka Yuuki and Taka Sukunami are finally married and expecting a baby—the pinnacle of their unbreakable bond. Unfortunately, not everyone rejoices alongside the blessed couple. Mayo Sakaki, one of Taka's students, has a crush on him and cannot bear witnessing the pair's flourishing relationship.  Upon discovering The Universe of the Four Gods, Mayo learns that the old book is where Miaka and Taka first met as the priestess of the god Suzaku and the god's Celestial Warrior Tamahome. Unscrupulous about destroying a happy family, Mayo readily ventures inside with hopes of becoming the new priestess of Suzaku and rewriting the story to her advantage.  Meanwhile, her actions do not delay to show devastating effects. Leaving an unconscious Miaka at the hospital, Taka must follow Mayo to The Universe of the Four Gods and stop her before the circumstances worsen for his wife and their unborn child.  [Written by MAL Rewrite]"
"259","Monster Farm: Legend e no Michi","https://cdn.myanimelist.net/images/anime/8/48023.jpg","TV","25","Finished Airing","2000-04-01","ADV Films, Discotek Media","[143]","Game","[13, 10, 1, 2, 4]","24.0","Genki is a boy who loves playing video games. One day he's zapped into the world of Monster Rancher and meets the girl Holly and the monsters Mochi, Suezo, Golem, Tiger and Hare.  Continuing from where the original story left off, Genki and friends journey to conquer the legend cup in hopes of freeing Holly's father from the mystery disc.  (Source: AniDB)"
"260","Youjo Shenki Episode 0","https://cdn.myanimelist.net/images/anime/1781/122851.jpg","ONA","1","Finished Airing","2017-01-06","None found","[124]","Light novel","[2, 4, 11, 12]","1.0","Episode 0 of the Mini Anime for Youjo Senki."
"261","Byston Well Monogatari: Garzey no Tsubasa","https://cdn.myanimelist.net/images/anime/4/5440.jpg","OVA","3","Finished Airing","1996-09-21","Central Park Media","[327, 328, 53]","Novel","[13, 2, 4]","30.0","Christopher ""Chris"" Chiaki is an easygoing guy who keeps failing his college entrance exams well into his mid-twenties. His days are occupied with Kendo practice, visits to his family's shrine, and dreaming of his high school reunion. When his spirit is suddenly transported to the world of Byston Well, Chris becomes Garzey's Wing, a legendary holy warrior. The Metomeus tribe summoned him to help liberate them from slavery, but unfortunately, Chris has no knowledge on how to be a holy warrior, and moreover, only has an incredibly dull sword which he salvaged from a corpse.  To make matters more complicated, there is another Chris who is still in the normal world! He cannot control the events in Byston Well, but is tied to the fate of the other Chris. The young man must struggle and adventure in a world of magical creatures and mysterious foreigners.  [Written by MAL Rewrite]"
"262","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo","https://cdn.myanimelist.net/images/anime/1352/140193.jpg","Unknown","0","Not yet aired","null","None found","[316]","Light novel","[2, 4, 12]","0.0","Anime adaptation of part three of the Honzuki no Gekokujou light novel."
"263","Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita","https://cdn.myanimelist.net/images/anime/1502/139926.jpg","TV","0","Currently Airing","null","None found","[85, 329, 330, 331]","Light novel","[2, 3, 4]","3.0","Kouzou Yukawa is a passionate hot springs enthusiast—a hot springs hunter who was able to sniff out the source of springs. One day, while searching for a hidden hot spring to revitalize a town, he slips off a cliff and dies. He is then reincarnated into another world by an Inari deity of a small shrine hidden in the rocks. Kouzou is joined by Inari's messenger princess, Mayudama. The hot spring hunter within Kouzou is stirred right away, as he takes a bath with Mayudama in the hot spring he just discovered. Then, an elf girl appears...  (Source: MAL News)"
"264","Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season","https://cdn.myanimelist.net/images/anime/1254/138602.jpg","TV","0","Not yet aired","null","None found","[]","Light novel","[1, 2, 4, 12]","0.0","The second season of Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou."
"265","Overlord: Ple Ple Pleiades 4","https://cdn.myanimelist.net/images/anime/1233/119671.jpg","ONA","13","Finished Airing","2022-07-05","None found","[124]","Light novel","[1, 2, 4]","2.0","Super deformed parody shorts of Overlord IV streamed on Kadokawa's official YouTube channel."
"266","Elf wo Karu Mono-tachi II","https://cdn.myanimelist.net/images/anime/1919/92736.jpg","TV","12","Finished Airing","1997-10-02","ADV Films, Sentai Filmworks","[315]","Manga","[10, 1, 2, 4, 17]","24.0","After Junpei botched the second attempt to transport back to Japan, the four embark their journey once again to collect runes imprinted on skin of Elven females by stripping them. Celsia is cursed into the form of another animal this time.  (Source: ANN)"
"267","Seisenshi Dunbine","https://cdn.myanimelist.net/images/anime/1562/94955.jpg","TV","49","Finished Airing","1983-02-05","ADV Films, Sentai Filmworks","[174, 28, 332, 222]","Novel","[13, 10, 6, 2, 28, 4, 29]","24.0","Shou Zama is an ordinary 18-year-old from Tokyo who finds himself summoned to the medieval fantasy world of Byston Well. Upon arrival, he is put into service under the ambitious lord Drake Luft, who seeks to greatly expand his power. Those like Shou who come from ""Upper Earth"" possess strong aura power and are ordered to pilot ""Aura Battlers,"" insectoid mecha designed by a man named Shot Weapon, who also came from Upper Earth.  However, Shou's alliances quickly change when he meets Marvel Frozen, a young woman who has decided to rebel against Drake's political agenda. As he realizes the lord's true intentions, the boy chooses to join the fight against Drake and team up with Neal Given, who leads the resistance movement. The resistance isn't alone—Riml, daughter of their enemy and Neal's secret love, aids their efforts, hoping to escape from her father's clutches. As Shou finds himself fighting alongside his new comrades, they put their lives on the line to prevent the villainous Drake from taking over Byston Well before it's too late.  [Written by MAL Rewrite]"
"268","Izumo: Takeki Tsurugi no Senki","https://cdn.myanimelist.net/images/anime/1372/106200.jpg","TV","12","Finished Airing","2005-04-03","Discotek Media","[333, 334, 335]","Visual novel","[10, 6, 2, 19, 4, 48]","25.0","Yagi Takeru has been living in the Touma family's house since his parents are gone. He was raised by Touma Rokunosuke, the head of the house. He is surrounded by many people such as Yamato Takeshi, his best friend-cum-rival from the kendo club, the Shiratori sisters, Kotono and Asuka, and his childhood friend, Oosu Seri. Life has been blissful until one day, an earthquake strikes the school and everything changes. Takeru awakens to find that the school looks as if it has been abandoned for centuries and reduced to ruins. He also realize that all the teachers and students have disappeared as well. He meets up with Seri and Asuka and they fled from the ruins, only to realize that the town they used to live in is completely empty. Subsequently, people wrapped in cloaks appear before him. They were told that they have been brought to another world.  (Source: ANN)"
"269","Pop in Q","https://cdn.myanimelist.net/images/anime/1720/107397.jpg","Movie","1","Finished Airing","2016-12-23","None found","[122]","Original","[2, 4, 49]","1.0","The story begins the day before the graduation ceremony. Five middle school girls each are preoccupied with their real everyday lives. These girls meet each other in a fantasy world after being sent there through a sudden occurrence. There, they learn about the impending crisis that this world is facing. The way to avert this crisis is for the five to collaborate and bring their five hearts together as one through dance.  However, the five cannot come to love the world, and cannot tell their true feelings to one another, so their hearts are unable to unite. The time limit is fast approaching. Can the dance of the five girls save the world? And will they be able to graduate?  (Source: ANN)"
"270","Ijigen no Sekai El-Hazard","https://cdn.myanimelist.net/images/anime/1843/139490.jpg","TV","13","Finished Airing","1998-01-08","Nozomi Entertainment, Geneon Entertainment USA","[237, 200]","Original","[10, 1, 2, 4]","25.0","Miz plans to retire as a Great Priestess of Water to married life with her darling Fujisawa and as replacement the young Qawoor Towles arrives to Floristica. Jinnai sees Qawoor's initiation ceremony as a chance to infiltrate Makoto's laboratory but accidentally activates a mysterious thingy that sends them all through the dimensions to a grey industrial city protected by a huge castle in an alternative world.  (Source: ANN)"
"271","Isekai Shikkaku","https://cdn.myanimelist.net/images/anime/1559/136341.jpg","TV","0","Not yet aired","null","None found","[]","Web manga","[10, 1, 2, 4]","0.0","An adventure in another world with cute girls by your side and video game-like powers—sounds like an anime fan's dream, right? Not so for melancholic author Osamu Dazai, who would quite literally prefer to drop dead. Video games haven't even been invented yet when he gets yanked into another world in 1948. Really, all the fantastical adventure he keeps running into is just getting in the way of his poetic dream of finding the perfect place to die. But no matter how much he risks his hide, everything seems to keep turning out okay. Follow a miserable hero like no other in this cheerfully bleak isekai comedy!  (Source: Seven Seas Entertainment)"
"272","Tensei Kizoku, Kantei Skill de Nariagaru","https://cdn.myanimelist.net/images/anime/1763/139538.jpg","TV","0","Not yet aired","null","None found","[133]","Light novel","[10, 2, 4, 12]","0.0","An ordinary salaryman dies one day and is reborn as Ars Louvent, the son of a noble. Although he isn't talented in magic or swordplay, he does have one skill that no one else possesses: Appraisal. Using this ability, Ars can determine a person's current strength, how much potential they hold, and where their talents rest.  This skill is especially useful in the present situation of the country. The government is corrupt, revolts occur more often than not, and nobles far and wide are strengthening their fortifications in preparation for an all-out war. With this in mind, Ars realizes he too must prepare by gathering talented people.  A persecuted foreigner unparalleled with the sword, a slave with an unknown talent for magic, and a timid boy with an unquenchable thirst for knowledge—such talents lend Ars their support as he aims to create the most powerful territory.  [Written by MAL Rewrite]"
"273","Shinpi no Sekai El-Hazard Season 2","https://cdn.myanimelist.net/images/anime/11/2796.jpg","OVA","4","Finished Airing","1997-03-21","Geneon Entertainment USA","[237, 200]","Original","[10, 1, 2, 4]","30.0","Continuing the from OVAs; When Fujisawa, suffering from cold feet, leaves Miz at the altar, an enraged Priestess drafts Makoto and friends to go find him. In the couse of locating the hapless (and gutless) teacher, they find another Ifurita. Meanwhile Jinnai and Diva searching for a new Bugrom homeland stumble upon another yet another Demon God, the impish Kalia. However, unlike Ifurita she has a mind, and a mission, of her own...  (Source: ANN)"
"274","Dog Days'': Limone Resort Tenbou Onsen!","https://cdn.myanimelist.net/images/anime/10/76892.jpg","Special","1","Finished Airing","2015-08-26","None found","[279]","Original","[2, 3, 4]","11.0","Special episode delivered to customers who pre-order all six Blu-ray and DVD volumes of Dog Days''."
